Id,House Type,Zone,LotFrontage,LotArea,Street,Alley Type,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Type of Dwelling,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Roof Material,Exterior Quality,Exterior Condition,BsmtQual,BsmtCond,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical System,1stFlrSF,2ndFlrSF,Above Ground Living Area,KitchenQual,Total Rm above Ground,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
275,20,RL,76,8314,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,1Fam,1Story,5,7,1982,1982,Gable,CompShg,TA,TA,TA,TA,270,816,GasA,TA,Y,SBrkr,816,0,816,TA,5,0,NA,Attchd,1982,Unf,1,264,TA,TA,Y,6,2007,WD,Normal,124500
276,50,RL,55,7264,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Gd,Gd,TA,TA,952,952,GasW,Gd,N,SBrkr,952,596,1548,Ex,5,0,NA,Detchd,1978,Unf,2,672,TA,TA,Y,10,2009,WD,Normal,205000
277,20,RL,129,9196,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,7,5,2003,2003,Gable,CompShg,Gd,TA,Ex,TA,1560,1560,GasA,Ex,Y,SBrkr,1560,0,1560,Gd,7,0,NA,Attchd,2003,Fin,2,573,TA,TA,Y,4,2010,WD,Normal,201000
278,20,RL,140,19138,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,1Story,4,5,1951,1951,Gable,CompShg,TA,TA,TA,TA,744,864,GasA,Ex,Y,SBrkr,864,0,864,TA,4,0,NA,Detchd,1951,Unf,2,400,TA,TA,Y,6,2010,WD,Normal,141000
279,20,RL,107,14450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2006,2007,Gable,CompShg,Ex,TA,Ex,TA,2121,2121,GasA,Ex,Y,SBrkr,2121,0,2121,Ex,8,1,Ex,Attchd,2007,Fin,3,732,TA,TA,Y,5,2007,New,Partial,415298
280,60,RL,83,10005,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,2Story,7,5,1977,1977,Hip,CompShg,TA,TA,Gd,TA,768,1160,GasA,Ex,Y,SBrkr,1156,866,2022,TA,8,1,TA,Attchd,1977,Fin,2,505,TA,TA,Y,3,2008,WD,Normal,192000
281,60,RL,82,11287,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Gd,TA,Gd,TA,386,807,GasA,Gd,Y,SBrkr,1175,807,1982,Gd,7,1,TA,Attchd,1989,Fin,2,575,TA,TA,Y,1,2007,WD,Normal,228500
282,20,FV,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,6,5,2006,2006,Gable,CompShg,Gd,TA,Gd,TA,357,1262,GasA,Gd,Y,SBrkr,1262,0,1262,Gd,5,0,NA,Attchd,2006,Fin,2,572,TA,TA,Y,5,2006,New,Partial,185000
283,120,RL,34,5063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,Gd,TA,Gd,TA,410,1314,GasA,Ex,Y,SBrkr,1314,0,1314,Gd,6,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,4,2009,ConLw,Normal,207500
284,20,RL,74,9612,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8,5,2008,2009,Gable,CompShg,Gd,TA,Gd,TA,1468,1468,GasA,Ex,Y,SBrkr,1468,0,1468,Gd,6,1,Gd,Attchd,2008,Fin,3,898,TA,TA,Y,12,2009,New,Partial,244600
285,120,RL,50,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Gd,TA,Gd,TA,1145,1575,GasA,Gd,Y,SBrkr,1575,0,1575,Gd,5,0,NA,Attchd,1992,RFn,2,529,TA,TA,Y,7,2007,WD,Normal,179200
286,160,FV,35,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,Gd,TA,Gd,TA,625,625,GasA,Ex,Y,SBrkr,625,625,1250,Gd,5,0,NA,Detchd,2006,RFn,2,528,TA,TA,Y,6,2007,New,Partial,164700
287,50,RL,77,9786,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,TA,TA,TA,TA,312,912,GasA,TA,Y,SBrkr,1085,649,1734,Gd,7,1,Gd,Attchd,1962,RFn,2,440,TA,TA,Y,6,2006,WD,Normal,159000
288,20,RL,NA,8125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,4,4,1971,1971,Gable,CompShg,TA,TA,TA,TA,244,858,GasA,TA,Y,SBrkr,858,0,858,TA,5,0,NA,NA,NA,NA,0,0,NA,NA,Y,6,2006,WD,Normal,88000
289,20,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1967,1967,Gable,CompShg,TA,Gd,TA,TA,432,882,GasA,TA,Y,SBrkr,900,0,900,TA,5,0,NA,Detchd,1970,Unf,1,280,TA,TA,Y,2,2010,WD,Normal,122000
290,70,RL,60,8730,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,2Story,6,7,1915,2003,Gable,CompShg,TA,TA,TA,TA,698,698,GasA,Ex,Y,FuseA,698,698,1396,TA,7,0,NA,Detchd,2003,Unf,1,384,TA,TA,Y,7,2007,WD,Normal,153575
291,60,RL,120,15611,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2006,2006,Gable,CompShg,Gd,TA,Gd,TA,1079,1079,GasA,Ex,Y,SBrkr,1079,840,1919,Gd,8,1,Gd,Attchd,2006,RFn,2,685,Gd,TA,Y,7,2006,New,Partial,233230
292,190,RL,55,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,TA,Fa,TA,Fa,570,780,GasA,Ex,N,SBrkr,936,780,1716,Fa,9,0,NA,NA,NA,NA,0,0,NA,NA,N,3,2008,WD,Normal,135900
293,50,RL,60,11409,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,TA,TA,TA,TA,476,768,GasA,Gd,Y,SBrkr,1148,568,1716,TA,8,1,Gd,Attchd,1949,Unf,1,281,TA,TA,Y,1,2009,WD,Normal,131000
294,60,RL,NA,16659,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1Fam,2Story,7,7,1977,1994,Gable,CompShg,TA,TA,TA,TA,0,795,GasA,Fa,Y,SBrkr,1468,795,2263,Gd,9,1,TA,Attchd,1977,Fin,2,539,TA,TA,Y,3,2006,WD,Normal,235000
295,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,5,1953,1953,Hip,CompShg,TA,TA,TA,TA,131,1416,GasA,TA,Y,SBrkr,1644,0,1644,TA,7,2,Gd,Attchd,1953,Fin,2,418,TA,TA,Y,10,2009,WD,Normal,167000
296,80,RL,37,7937,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,TA,TA,TA,TA,184,1003,GasA,TA,Y,SBrkr,1003,0,1003,TA,6,0,NA,Detchd,1984,Unf,2,588,TA,TA,Y,3,2006,WD,Normal,142500
297,50,RM,75,13710,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,TA,TA,TA,TA,490,910,GasA,TA,Y,FuseA,910,648,1558,TA,6,0,NA,Attchd,1950,Unf,1,282,TA,TA,Y,6,2007,WD,Normal,152000
298,60,FV,66,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Gd,TA,Gd,TA,326,975,GasA,Ex,Y,SBrkr,975,975,1950,Gd,7,1,TA,Detchd,1997,RFn,2,576,TA,TA,Y,6,2007,WD,Normal,239000
299,60,RL,90,11700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,Gd,TA,TA,TA,143,702,GasA,Gd,Y,SBrkr,1041,702,1743,TA,7,1,Gd,Attchd,1968,Unf,2,539,TA,TA,Y,6,2007,WD,Normal,175000
300,20,RL,80,14000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,6,8,1950,2004,Gable,CompShg,TA,Gd,TA,TA,1092,1092,GasA,Ex,Y,SBrkr,1152,0,1152,Gd,6,1,Gd,Attchd,1950,Unf,1,300,TA,TA,Y,8,2009,WD,Family,158500
301,190,RL,90,15750,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,TA,TA,TA,TA,324,1165,GasA,TA,Y,SBrkr,1336,0,1336,TA,5,2,Gd,Attchd,1953,Unf,1,375,TA,TA,Y,6,2006,WD,Normal,157000
302,60,RL,66,16226,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8,5,1998,1999,Gable,CompShg,Gd,TA,Gd,TA,747,1028,GasA,Ex,Y,SBrkr,1210,1242,2452,Gd,9,1,TA,BuiltIn,1998,Fin,2,683,TA,TA,Y,5,2007,WD,Normal,267000
303,20,RL,118,13704,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,CompShg,Gd,TA,Gd,TA,1541,1541,GasA,Ex,Y,SBrkr,1541,0,1541,Gd,6,1,TA,Attchd,2001,RFn,3,843,TA,TA,Y,1,2006,WD,Normal,205000
304,20,RL,70,9800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5,7,1972,1972,Gable,CompShg,TA,TA,TA,TA,0,894,GasA,TA,Y,SBrkr,894,0,894,TA,5,0,NA,Attchd,1975,Unf,2,552,TA,TA,Y,7,2006,WD,Abnorml,149900
305,75,RM,87,18386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,TA,TA,TA,TA,1470,1470,GasA,Ex,Y,SBrkr,1675,1818,3493,Gd,10,1,Ex,Attchd,2003,Unf,3,870,TA,TA,Y,5,2008,WD,Normal,295000
306,20,RL,80,10386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2004,2005,Gable,CompShg,Gd,TA,Gd,TA,536,2000,GasA,Ex,Y,SBrkr,2000,0,2000,Gd,8,0,NA,Attchd,2004,Fin,3,888,TA,TA,Y,7,2007,WD,Normal,305900
307,60,RL,116,13474,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7,5,1990,1991,Gable,CompShg,Gd,TA,Gd,TA,0,700,GasA,Gd,Y,SBrkr,1122,1121,2243,Gd,8,1,TA,Attchd,1990,RFn,3,746,TA,TA,Y,6,2007,WD,Normal,225000
308,50,RM,NA,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,TA,Fa,TA,TA,319,319,GasA,TA,Y,FuseA,1035,371,1406,Fa,6,0,NA,NA,NA,NA,0,0,NA,NA,N,3,2008,WD,Normal,89500
309,30,RL,NA,12342,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4,5,1940,1950,Gable,CompShg,TA,TA,TA,TA,599,861,GasA,Ex,Y,SBrkr,861,0,861,TA,4,0,NA,Detchd,1961,Unf,2,539,TA,TA,Y,3,2009,WD,Normal,82500
310,20,RL,90,12378,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2003,2004,Gable,CompShg,Gd,TA,Ex,TA,622,1896,GasA,Ex,Y,SBrkr,1944,0,1944,Ex,8,3,Ex,Attchd,2003,Fin,3,708,TA,TA,Y,11,2006,WD,Normal,360000
311,60,RL,NA,7685,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1993,1994,Gable,CompShg,TA,TA,Gd,TA,179,697,GasA,Gd,Y,SBrkr,697,804,1501,Gd,6,1,TA,Attchd,1993,Fin,2,420,TA,TA,Y,5,2006,WD,Normal,165600
312,20,RL,50,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,6,1948,2002,Gable,CompShg,TA,Gd,TA,TA,292,972,GasA,Ex,Y,SBrkr,972,0,972,TA,5,1,Gd,Detchd,1948,Unf,1,240,TA,TA,Y,5,2009,WD,Normal,132000
313,190,RM,65,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,TA,TA,Gd,TA,286,793,GasA,TA,Y,SBrkr,793,325,1118,TA,5,1,Gd,Detchd,1939,Unf,2,410,TA,TA,Y,5,2006,WD,Normal,119900
314,20,RL,150,215245,Pave,NA,IR3,Low,AllPub,Inside,Sev,Timber,1Fam,1Story,7,5,1965,1965,Hip,CompShg,TA,TA,Gd,TA,80,2136,GasW,TA,Y,SBrkr,2036,0,2036,TA,8,2,Gd,Attchd,1965,RFn,2,513,TA,TA,Y,6,2009,WD,Normal,375000
315,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2Story,7,7,1925,1990,Gable,CompShg,TA,TA,TA,Gd,712,728,GasA,Ex,Y,SBrkr,832,809,1641,Ex,6,1,Gd,Detchd,1925,Unf,2,546,Fa,TA,Y,8,2006,WD,Normal,178000
316,60,RL,71,7795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,CompShg,Gd,TA,Gd,TA,291,716,GasA,Ex,Y,SBrkr,716,716,1432,Gd,6,1,Gd,Attchd,2004,Fin,2,432,TA,TA,Y,7,2009,WD,Normal,188500
317,60,RL,94,13005,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1Fam,2Story,7,7,1980,1980,Gable,CompShg,Gd,TA,Gd,TA,153,845,GasA,TA,Y,SBrkr,1153,1200,2353,Ex,10,1,TA,Attchd,1983,RFn,2,484,TA,TA,Y,8,2009,WD,Normal,260000
318,60,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8,5,2006,2006,Gable,CompShg,Gd,TA,Gd,TA,1088,1088,GasA,Ex,Y,SBrkr,1088,871,1959,Gd,8,1,Gd,Attchd,2006,RFn,3,1025,TA,TA,Y,12,2007,WD,Normal,270000
319,60,RL,90,9900,Pave,NA,Reg,Low,AllPub,Inside,Mod,NoRidge,1Fam,2Story,7,5,1993,1993,Gable,CompShg,Gd,TA,Gd,TA,360,1347,GasA,Ex,Y,SBrkr,1372,1274,2646,Gd,9,1,TA,Attchd,1993,RFn,3,656,TA,TA,Y,4,2009,WD,Normal,260000
320,80,RL,NA,14115,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,TA,TA,Gd,TA,336,1372,GasA,TA,Y,SBrkr,1472,0,1472,TA,6,2,TA,Attchd,1980,Unf,2,588,TA,TA,Y,6,2009,WD,Normal,187500
321,60,RL,111,16259,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,1Fam,2Story,9,5,2006,2006,Gable,CompShg,TA,TA,Ex,Gd,1249,1249,GasA,Ex,Y,SBrkr,1249,1347,2596,Gd,9,0,NA,Attchd,2006,RFn,3,840,TA,TA,Y,9,2006,New,Partial,342643
322,60,RL,99,12099,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8,5,2004,2004,Gable,CompShg,Gd,TA,Ex,TA,166,1136,GasA,Ex,Y,SBrkr,1136,1332,2468,Gd,10,1,Gd,BuiltIn,2004,Fin,3,872,TA,TA,Y,6,2007,WD,Normal,354000
323,60,RL,86,10380,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Gd,TA,TA,TA,0,1502,GasA,Ex,Y,SBrkr,1553,1177,2730,Gd,8,1,TA,Attchd,1987,Fin,2,576,TA,TA,Y,8,2007,WD,Normal,301000
324,20,RM,49,5820,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,3,8,1955,2005,Gable,CompShg,TA,Gd,TA,TA,906,1162,GasA,Ex,Y,SBrkr,1163,0,1163,TA,6,0,NA,Attchd,1955,Unf,1,220,Fa,TA,Y,7,2006,WD,Normal,126175
325,80,RL,96,11275,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Gd,Gd,Gd,TA,710,710,GasA,Ex,Y,SBrkr,1898,1080,2978,Gd,11,1,Gd,BuiltIn,1961,Fin,2,564,TA,TA,Y,6,2010,WD,Normal,242000
326,45,RM,50,5000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,TA,TA,TA,TA,604,720,GasA,Po,N,FuseF,803,0,803,TA,5,0,NA,Detchd,1941,Unf,2,360,TA,TA,Y,12,2007,WD,Normal,87000
327,120,RL,32,10846,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,Gd,TA,Gd,TA,100,1719,GasA,Ex,Y,SBrkr,1719,0,1719,Gd,6,2,Gd,Attchd,1993,Fin,2,473,TA,TA,Y,5,2008,Con,Normal,324000
328,20,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,5,1960,1960,Hip,CompShg,TA,TA,TA,TA,818,1383,GasA,TA,Y,SBrkr,1383,0,1383,TA,7,0,NA,Attchd,1960,RFn,1,292,TA,TA,Y,4,2006,WD,Normal,145250
329,75,RL,NA,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,TA,TA,TA,TA,844,844,GasA,Gd,N,FuseA,1445,689,2134,Gd,10,0,NA,Detchd,1930,Unf,2,441,TA,TA,Y,7,2009,WD,Normal,214500
330,70,RM,60,6402,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,2Story,5,5,1920,1950,Gable,CompShg,TA,TA,TA,TA,596,596,GasA,TA,N,SBrkr,596,596,1192,TA,6,0,NA,Detchd,1920,Unf,1,189,Fa,Fa,N,7,2009,WD,Normal,78000
331,90,RL,NA,10624,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Duplex,1Story,5,4,1964,1964,Gable,CompShg,TA,TA,TA,TA,1424,1728,GasA,TA,Y,SBrkr,1728,0,1728,TA,10,0,NA,Detchd,2002,Unf,1,352,TA,TA,Y,11,2007,WD,Normal,119000
332,20,RL,70,8176,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,6,1958,1992,Gable,CompShg,TA,TA,TA,TA,210,1056,GasA,Fa,Y,SBrkr,1056,0,1056,TA,6,0,NA,Attchd,1958,RFn,1,308,TA,TA,Y,8,2007,WD,Normal,139000
333,20,RL,85,10655,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2003,2004,Gable,CompShg,Gd,TA,Gd,TA,1603,3206,GasA,Ex,Y,SBrkr,1629,0,1629,Gd,7,1,Gd,Attchd,2003,RFn,3,880,TA,TA,Y,10,2009,WD,Normal,284000
334,120,RM,59,8198,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,Gd,TA,Gd,TA,638,1358,GasA,Ex,Y,SBrkr,1358,0,1358,Gd,6,1,Gd,Attchd,2004,RFn,2,484,TA,TA,Y,7,2008,WD,Normal,207000
335,60,RL,59,9042,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6,5,1998,1998,Gable,CompShg,TA,TA,Gd,TA,115,943,GasA,Gd,Y,SBrkr,943,695,1638,TA,7,2,TA,Attchd,1998,Fin,2,472,TA,TA,Y,7,2008,WD,Normal,192000
336,190,RL,NA,164660,Grvl,NA,IR1,HLS,AllPub,Corner,Sev,Timber,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,TA,TA,TA,TA,103,1499,GasA,Ex,Y,SBrkr,1619,167,1786,TA,7,2,Gd,Attchd,1965,Fin,2,529,TA,TA,Y,8,2008,WD,Normal,228950
337,20,RL,86,14157,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,StoneBr,1Fam,1Story,9,5,2005,2006,Hip,CompShg,Gd,TA,Ex,TA,673,1922,GasA,Ex,Y,SBrkr,1922,0,1922,Gd,8,1,Gd,Attchd,2005,Fin,3,676,TA,TA,Y,7,2007,WD,Normal,377426
338,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2002,2003,Gable,CompShg,Gd,TA,Gd,TA,726,1536,GasA,Ex,Y,SBrkr,1536,0,1536,Gd,7,0,NA,Attchd,2002,RFn,2,532,TA,TA,Y,12,2008,WD,Normal,214000
339,20,RL,91,14145,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Gd,TA,Gd,TA,995,1208,GasA,Ex,Y,SBrkr,1621,0,1621,Gd,8,0,NA,Attchd,1984,RFn,2,440,TA,TA,Y,5,2006,WD,Normal,202500
340,20,RL,66,12400,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,7,1958,1998,Hip,CompShg,TA,TA,TA,Fa,630,1215,GasA,TA,Y,FuseA,1215,0,1215,TA,6,0,NA,Attchd,1958,Unf,1,297,TA,TA,Y,6,2009,WD,Normal,155000
341,60,RL,85,14191,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,1Fam,2Story,8,5,2002,2002,Gable,CompShg,Gd,TA,Gd,TA,967,967,GasA,Ex,Y,SBrkr,993,915,1908,Gd,9,0,NA,Attchd,2002,Fin,2,431,TA,TA,Y,4,2010,WD,Normal,202900
342,20,RH,60,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Fa,Fa,TA,Fa,721,721,GasA,Gd,Y,SBrkr,841,0,841,TA,4,0,NA,CarPort,1950,Unf,1,294,TA,TA,N,9,2009,WD,Normal,82000
343,90,RL,NA,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Duplex,1Story,3,4,1949,1950,Gable,CompShg,TA,TA,NA,NA,0,0,Wall,Fa,N,FuseA,1040,0,1040,TA,6,0,NA,Detchd,1949,Unf,2,400,TA,TA,Y,5,2006,WD,Normal,87500
344,120,RL,63,8849,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,Ex,TA,Ex,TA,1656,1684,GasA,Ex,Y,SBrkr,1684,0,1684,Ex,6,1,Ex,Attchd,2005,RFn,2,564,TA,TA,Y,7,2008,WD,Normal,266000
345,160,RM,36,2592,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,TA,TA,Gd,TA,175,536,GasA,TA,Y,SBrkr,536,576,1112,TA,4,0,NA,Attchd,1976,Unf,1,336,TA,TA,Y,4,2010,WD,Normal,85000
346,50,RL,65,6435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,TA,TA,TA,TA,972,972,GasA,Gd,Y,SBrkr,972,605,1577,Fa,6,1,Gd,Detchd,1939,Unf,1,312,TA,TA,Y,10,2006,WD,Normal,140200
347,20,RL,NA,12772,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,1Fam,1Story,6,8,1960,1998,Hip,CompShg,TA,Gd,TA,TA,460,958,GasA,TA,Y,SBrkr,958,0,958,TA,5,0,NA,Attchd,1960,RFn,1,301,TA,TA,Y,4,2007,WD,Normal,151500
348,20,RL,NA,17600,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,5,1960,1960,Gable,CompShg,TA,TA,TA,TA,208,1478,GasA,Ex,Y,FuseA,1478,0,1478,TA,6,2,Gd,Attchd,1960,Unf,2,498,TA,TA,Y,12,2009,WD,Normal,157500
349,160,RL,36,2448,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,Gd,TA,Gd,TA,191,764,GasA,Ex,Y,SBrkr,764,862,1626,Gd,6,0,NA,BuiltIn,2003,RFn,2,474,TA,TA,Y,10,2008,WD,Normal,154000
350,60,RL,56,20431,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2005,2006,Hip,CompShg,Ex,TA,Ex,TA,438,1848,GasA,Ex,Y,SBrkr,1848,880,2728,Ex,10,2,Ex,Attchd,2006,Fin,3,706,TA,TA,Y,4,2006,New,Partial,437154
351,120,RL,68,7820,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,Ex,TA,Ex,TA,1869,1869,GasA,Ex,Y,SBrkr,1869,0,1869,Ex,6,1,Gd,Attchd,2007,RFn,2,617,TA,TA,Y,12,2007,New,Partial,318061
352,120,RL,NA,5271,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,1Fam,1Story,7,5,1986,1986,Gable,CompShg,TA,TA,Gd,TA,371,1453,GasA,Gd,Y,SBrkr,1453,0,1453,Gd,6,1,TA,Attchd,1986,RFn,2,445,TA,TA,Y,12,2006,WD,Abnorml,190000
353,50,RL,60,9084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,TA,TA,TA,Fa,0,616,GasA,TA,N,SBrkr,616,495,1111,TA,5,0,NA,Detchd,1941,Unf,1,200,TA,Fa,Y,3,2008,ConLw,Normal,95000
354,30,RM,60,8520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,6,8,1928,2003,Gable,CompShg,TA,Gd,TA,TA,624,624,GasA,Gd,Y,SBrkr,720,0,720,TA,5,0,NA,Detchd,2005,Unf,2,484,TA,TA,Y,5,2010,WD,Normal,105900
